about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,relation,location 1,location 2,location 3,location 4,location 5,identifier,description,type,rights,publisher,language,creator 1,creator 2,creator 3,creator 4,contributor 1,contributor 2,contributor 3,contributor 4,contributor 5
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3237,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3237,,1868,"Squaw Cooking, Crow",image 15.2 x 7.3 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Crow Indians,Indian women,Cooking,Manners and customs Tipis,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 9 AP 2876

NL001057_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3238,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3238,,1868,"Eskel-Ta-Sa-La, Coyotero Apache",image 13.2 x 18.3 cm on album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Eskel-Ta-Sala,Indians of North America,Apache Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","New Mexico
",,,,,"Ayer Photographs box 97 AP 3437.1

NL001166_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3239,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3239,,1868,View near Fort Laramie,image 48.1 x 33.6 cm on mount 61.3 x 46.3 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Bridges,,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"oversize Ayer Art Augur vol. 8 AP 2867

NL001048_o2.jpg",On photographer's mount,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3240,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3240,,1868,"View, Looking Down North Platte From Bluffs Near Fort Laramie",image 15.3 x 7.4 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Landscapes (Representations),"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Rivers,,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Wyoming,"United States--North Platte River
",,,,"oversize Ayer Art Augur vol. 11 AP 2940

NL001121_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3241,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3241,,1868,Inspection of Troops at Fort Laramie,image 15.3 x 7.3 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Military bases,Soldiers,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"oversize Ayer Art Augur vol. 10 AP 2918

NL001099_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3242,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3242,,1868,"Group about Fort Laramie, Dakota or Cheyenne?",image 18.2 x 12.5 cm on mount 22.8 x 17.8 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dakota Indians,Cheyenne Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West","Wyoming--Fort Laramie (Fort)
",,,,"Ayer Photographs box 40 Siouan II AP 671

NL000976_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3243,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3243,,1868,Group at Fort Laramie,image 17.6 x 12.7 cm on album page 24.8 x 30.4 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Teton Indians Horses,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"Ayer Photographs box 90 AP 3435.162

NL001161_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3244,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3244,,1868,"Friday and Crazy Bull, Arapahoe",image 13.2 x 18.6 cm on album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Friday,Crazy Bull,Indians of North America,Arapaho Indians Pipes,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"Ayer Photographs box 97 AP 3437.24

NL001183_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3245,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3245,,1868,Group about Fort Laramie,image 18.2 x 12.5 cm on mount 22.8 x 17.8 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Teton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West","Wyoming--Fort Laramie (Fort)
",,,,"Ayer Photographs box 40 Siouan II AP 668

NL000973_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3246,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3246,,1868,"Lone Horn, Pepe, Grass, Young Elk, Dakota",image 18.7 x 13.3 cm on album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Teton Indians,Dakota Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"Ayer Photographs box 98 AP 3438.417

NL001205_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3247,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3247,,1868,"Do. Matthews, Mountain Tail, Black Foot, Pounded Meat, Winking Eye, White Fawn, White Horse, Poor Elk, Shot in the Jaw, Crow, The pretty young Bull",image 32.4 x 24.3 cm on mount 49 x 35.8 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dakota Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West","Wyoming--Fort Laramie (Fort)
",,,,"oversize Ayer Art Augur vol. 4 AP 2785

NL000992_o2.jpg",On photographer's mount,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3248,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3248,,1868,Group at Red Nose Camp,image 15.4 x 8 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dwellings Tipis,Camps,Guns,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 10 AP 2910

NL001091_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3249,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3249,,1868,Indians Cooking,image 15.1 x 7.4 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dwellings,Indian women,Crow Indians,Cooking,Manners and customs Tipis,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 9 AP 2885

NL001066_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3250,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3250,,1868,"Bald Bear and Cut Foot, Northern Cheyenne",image 13.3 x 18.7 cm album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Bald Bear,Cut Foot,Indians of North America,Cheyenne Indians Pipes,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"Ayer Photographs box 97 AP 3437.27

NL001186_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3251,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3251,,1868,Squaws at Work on North Platte,image 15.1 x 7.5 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dakota Indians,Indian women,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States--North Platte River
",,,,,"oversize Ayer Art Augur vol. 11 AP 2951

NL001132_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3252,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3252,,1868,"Do. Matthews, Mountain Tail, Black Foot, Pounded Meat, Winking Eye, White Fawn, White Horse, Poor Elk, Shot In The Jaw, Crow, The Pretty Young Bull",image 18.1 x 13.2 cm on album page 24.8 x 30.4 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dakota Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"Ayer Photographs box 90 AP 3435.256

NL001165_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3253,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3253,,1868,"Scene at Indian Encampment, Crow",image 15.2 x 7.3 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dwellings,Crow Indians Camps,Horses,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 9 AP 2879

NL001060_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3254,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3254,,1868,View on Plains Near Fort Laramie,image 15.2 x 7.4 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Landscapes (Representations),"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Plains,,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"oversize Ayer Art Augur vol. 9 AP 2890

NL001071_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3255,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3255,,1868,"Fox Tail, Squaw, Yellow Bull, Yellow Fox, Bull that goes hunting, Yellow Coat, Squaw The One who Walks on the Ice",image 18.3 x 13.3 cm on album page 24.8 x 30.4 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Indian women,Dakota Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"Ayer Photographs box 90 AP 3435.153

NL001152_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3256,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3256,,1868,"Indians Crossing North Platte, Ogalala Dakota",image 15.4 x 7.3 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Dakota Indians,Indian women,Indian children,Rivers,Ferries Boats,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Wyoming,"United States--North Platte River
",,,,"oversize Ayer Art Augur vol. 11 AP 2944

NL001125_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3257,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3257,,1868,"Scout, Dakota",image 18.1 x 13.3 cm on album page 24.8 x 30.4 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Teton Indians,Dakota Indians,Scouts (Reconnaissance),Horses,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Wyoming--Fort Laramie (Fort)
",,,,,"Ayer Photographs box 90 AP 3435.164

NL001163_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3258,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3258,,1868,Bluffs on the Laramie,image 15.3 x 7.4 cm mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Landscapes (Representations),"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Cliffs Bluffs,,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Wyoming,"United States--Laramie River
",,,,"oversize Ayer Art Augur vol. 11 AP 2934

NL001115_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3259,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3259,,1868,"Group, Osage",image 48 x 33.5 cm on mount 61 x 46.2 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Osage Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 8 AP 2859

NL001040_o2.jpg",On photographer's mount,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3260,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3260,,1868,"Santo, Coyotero",image 13.2 x 18.4 cm on album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Santo,Indians of North America,Apache Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","New Mexico
",,,,,"Ayer Photographs box 97 AP 3437.3

NL001168_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3261,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3261,,1868,"Gen'ls Sanborn, Starney & (Illegible) on the Chugg",image 15.2 x 7.3 cm on mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Generals,Soldiers Trees,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Nebraska
",,,,,"oversize Ayer Art Augur vol. 11 AP 2963

NL001144_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3262,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3262,,1868,"Chief on Horseback, Crow",image 15.2 x 7.4 cm mount 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Crow Indians,Horses,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"oversize Ayer Art Augur vol. 9 AP 2897

NL001078_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3263,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3263,,1868,"Little Wolf and Dull Knife, Northern Cheyenne",image 13.4 x 18.6 cm on album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889","Little Wolf, -1904","Dull Knife, approximately 1828-1879 or 1883",Indians of North America,Cheyenne Indians Pipes,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West
",,,,,"Ayer Photographs box 97 AP 3437.26

NL001185_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3264,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3264,,1868,"Fox Tail, Squaw, Yellow Bull, Yellow Fox, Bussl that goes Hunting, Yellow Coat, Squaw the one who walks on the Ice",image 32.5 x 24.3 cm on mount 49 cm x 35.9 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Indians of North America,Indian women,Dakota Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West","Wyoming--Fort Laramie (Fort)
",,,,"oversize Ayer Art Augur vol. 4 AP 2797

NL001004_o2.jpg",On photographer's mount,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3265,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3265,,1868,"Capitan, Kiowa Apache",image 13.2 x 18.5 cm album page 50.9 x 40 cm Albumen prints; Photographs; Portraits,"Christopher C. Augur collection of photographs of the western United States, 1846-1889",Capitan,Indians of North America,Kiowa Apache Indians,Tomahawks,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","New Mexico
",,,,,"Ayer Photographs box 97 AP 3437.10

NL001175_o2.jpg",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Gardner, Alexander, 1821-1882",,,,,,,,
