about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1179,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1179,,1933,"The Dil-Pickles (Club) Re-Opens Sunday Nite, Oct 1st, [1933]
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 110

mms_dill_pickle_bx_1_fl_110_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1180,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1180,,1919,"Portrait of Jack Jones, 1919
","
Drawings; Works of art
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 21 Oversize Box 5

mms_dill_pickle_bx_1_fl_21_001_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Szukalski, Stanislaw",,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1182,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1182,1941,1906,"Vengence [?] is the Lord's
","
Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 290

mms_dill_pickle_bx_3_fl_290_12_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Jame, Dorothy V.",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1183,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1183,1941,1906,"Exultant
","
Poems; Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 291

mms_dill_pickle_bx_3_fl_291_08_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Strand, Norman",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1184,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1184,1931,1925,"Edward L. Schaub: Recent Developments in the Philosophy of Evolution
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 213

mms_dill_pickle_bx_3_fl_213_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1185,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1185,,1931,"Sigma Gamma Pi Presents the Bowery Brawl, Nov. 13, 1931
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 223

mms_dill_pickle_bx_3_fl_223_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1186,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1186,1941,1906,"Poems by Isadore Frackt
","
Poetry; Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 290

mms_dill_pickle_bx_3_fl_290_11_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Frackt,  Isadore",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1187,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1187,1941,1906,"Ink drawing of old man, artist unknown
","
Drawings; Works of art
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 12 Oversize Box 5

mms_dill_pickle_bx_1_fl_12_001_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1188,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1188,,1923,"The Art of Sublimating the Sex Life, Sunday, June 23, [1929]
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 36

mms_dill_pickle_bx_1_fl_36_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1189,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1189,,1933,"Tech-up Corporation meeting notes, 1933
","
Minutes (Administrative records); Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 267

mms_dill_pickle_bx_3_fl_267_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1190,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1190,1941,1906,"Transmigration
","
Poetry; Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 291

mms_dill_pickle_bx_3_fl_291_04_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1191,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1191,1941,1906,"Snapshots: Dill Pickle art works
","
Photographs
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 283

mms_dill_pickle_bx_3_fl_283_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1192,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1192,1941,1906,"They do say that since the Dil Pickle tea room has opened Bohemia has no atmosphere its equal
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 234

mms_dill_pickle_bx_3_fl_234_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1193,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1193,,1937,"Minutes of the meeting of Tech-up held on October 20, 1937
","
Minutes (Administrative records); Manuscripts
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 267

mms_dill_pickle_bx_3_fl_267_12_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1194,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1194,1941,1906,"Where Shall We Dine Today?
","
Broadsides; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder 248 Oversize Box 4

mms_dill_pickle_bx_3_fl_248_001_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1195,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1195,1941,1906,"Coming? Dill Pickles Affinity Costume Ball, Mar. 20
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 66 Oversize Box 4

mms_dill_pickle_bx_1_fl_66_001_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,Mar. 20,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1196,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1196,1941,1906,"Dill Pickle Players Present The Jewel Merchants by James Branch Cabell
","
Playbills; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 90

mms_dill_pickle_bx_1_fl_90_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1197,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1197,1941,1906,"Dill Pickle Club Benefit Card
","
Tickets; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 1 Folder 26

mms_dill_pickle_bx_1_fl_26_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1198,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1198,,1925,"J.J. Tobias: What Ails Bellows' Art, Sunday, Jan. 4, 1925
","
Programs; Printed ephemera
tiff","
","Dill Pickle Club (Chicago, Ill.)
",,,,,,,,"Dill Pickle Club records, 1906-1941
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Dill Pickle Box 3 Folder

mms_dill_pickle_bx_3_fl_236_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1269,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1269,,1871,"Chicago Fire of 1871: From Court House Steps Northwest
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 2 Folder 138

mms_clark_bx_2_fl_138_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1270,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1270,,1920,"Eugene V. Debs
","
Photographs
tiff","
","Debs, Eugene V. (Eugene Victor), 1855-1926
",,,,,,,,"Charles H. Kerr Company records, 1885-1999
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS Kerr Series 5 Box 5 Folder 59

mms_kerr_bx_5_fl_59_03_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1271,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1271,,1905,"The Yellow Peril, the White Czar and the Red Terror; or Still one way to escape, June 30, 1905
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 2 Folder 47

mms_mc_cutcheon_bx_2_fl_047_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1272,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1272,,1909,"Will Uncle Abdul abdicate?, April 20, 1909
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 114

mms_mc_cutcheon_bx_4_fl_114_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1273,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1273,,1897,"Summer styles coming in, May 15, 1897
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 1 Folder 3

mms_mc_cutcheon_bx_1_fl_003_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1274,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1274,,1905,"The diary of Congressman Pumphrey, no. 2, December 7, 1905
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 2 Folder 59

mms_mc_cutcheon_bx_2_fl_059_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1275,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1275,,1860,"Chicago pre-fire: Wabash Ave. North from Harrison St.
","
Photographs
tiff","
",Architecture,Buildings,"Great Fire (Chicago, Illinois: 1871) ","Church buildings
",,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 83

mms_clark_bx_1_fl_083_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1276,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1276,,1871,"Chicago Fire of 1871: From Lind's Southeast
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 71

mms_clark_bx_1_fl_071_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1277,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1277,,1871,"Chicago Fire of 1871: Interior of Post Office
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 1 Folder 76

mms_clark_bx_1_fl_076_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1278,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1278,,1907,"Scarlet fever: a study in cause and effect, January 19, 1907
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 3 Folder 75

mms_mc_cutcheon_bx_3_fl_075_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1279,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1279,,1906,"All in the day's work of the druggist, March 18, 1906
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 3 Folder 65

mms_mc_cutcheon_bx_3_fl_065_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1280,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1280,,1903,"The coal investigation, January 10, 1903
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 1 Folder 5

mms_mc_cutcheon_bx_1_fl_005_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1281,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1281,,1871,"Chicago Fire of 1871: From First National Bank Northeast
","
Photographs
tiff","
","Great Fire (Chicago, Illinois: 1871)","Buildings
",,,,,,,"C.R. Clark photograph book
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Clark Box 2 Folder 163

mms_clark_bx_2_fl_163_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Clark, C. R. (Charles R.)",,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1282,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1282,,1909,"The strangest thing they saw on the cruise - a merchant ship flying the American flag, February 25, 1909
","
Cartoons (Humorous images); Works of art
tiff","
","
",,,,,,,,"John T. McCutcheon papers, 1834-1996
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","
",,,,,"Midwest MS McCutcheon Box 4 Folder 112

mms_mc_cutcheon_bx_4_fl_112_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"McCutcheon, John T. (John Tinney), 1870-1949",,English,,,,
